category1;category2;السياق بأكمله;المتوقع
general_knowledge;PerformingArts;كانت سارة تحلم بأن تصبح راقصة تؤدي الحركات الكلاسيكية الأنيقة على أنغام الموسيقى.تدربت بجد لسنوات حتى أتقنت رقص [MASK].;الباليه المعاصر
general_knowledge;PerformingArts;كانت الحفلة الموسيقية تتضمن غناءً مسرحيًا كلاسيكيًا بلغات أجنبية مع أزياء فاخرة.أعجبت كثيرًا بأداء المغنين في [MASK].;الأوبرا
everyday_situation general_knowledge;PerformingArts;حلم يوسف بأن يعزف الكمان مع فرقة موسيقية ضخمة تضم عشرات العازفين.بعد سنوات من التدريب، انضم أخيرًا إلى [MASK].;الأوركسترا
general_knowledge;PerformingArts;شاهد الجميع في السيرك مؤدين يقفزون ويتقلبون في الهواء برشاقة مذهلة.أذهلتهم مهارات الفنانيين في [MASK].;الأكروبات العرض العروض
everyday_situation;PerformingArts;كان المسلسل الجديد يقدم مشاهد تمثيلية مليئة بالمشاعر والصراعات بين الشخصيات.أحبت سارة مشاهدة مسلسلات [MASK].;دراما درامية
general_knowledge;ComicsandAnimation;عندما كان الفتى صغيرًا، كان يتابع مغامرات الشخصية التي ترتدي زيًا أزرق وتطير في السماء، مُنقذةً المدينة من الأشرار.كان يقرأ عن مغامرات [MASK].;سوبرمان
everyday_situation general_knowledge;ComicsandAnimation;في كل مرة كان يُعرض البرنامج، كان الجميع في المنزل يتجمعون لمتابعة مطاردات القط و الفار و حيلهم المدهشة.كانو يحبون مشاهدة [MASK].;توم وجيري
general_knowledge;ComicsandAnimation;كان بطل القصة شابًا يكتسب قدرات خارقة بعد أن تعرض للدغة عنكبوت مشع، وكان يتسلق المباني ويقاتل الأشرار.كان الجميع يعرفه باسم [MASK].;سبايدر مان
general_knowledge;ComicsandAnimation;في هذا العرض، كان الفتى يرتدي زيًا أسود مع قناع يغطي وجهه، يمتطي دراجته النارية ليواجه المجرمين في المدينة المظلمة.كان براهيم مولعا بشخصية [MASK].;باتمان
general_knowledge;ComicsandAnimation;كانت هناك شخصية ضخمة ذات عضلات قوية، كانت دائمًا تتحدى الأشرار لتدافع عن الضعفاء وتبقى هي الوحيدة التي تقف ضد أي تهديد.اسم هذه الشخصية الخضراء هو [MASK].;هالك
general_knowledge;ComicsandAnimation;كانت هناك مغامرات مثيرة في مدينة نيويورك، حيث كان البطل ينسج خيوط العنكبوت بين المباني العالية في محاولة لإيقاف الجريمة.كانت كل الادوات المدرسية الجديدة عليها شخصية [MASK].;سبايدر مان
general_knowledge;ComicsandAnimation;كانت الأميرة تمتلك قوة سحرية ومهارات قتالية خارقة، تحمل سيفاً ذهبياً وتدافع عن المظلومين.تعرفها الجماهير في جميع أنحاء العالم باسم [MASK].;وندر وومن البطلة
general_knowledge;ComicsandAnimation;كان الأطفال متحمسين لمتابعة مغامرات الفريق الذي يقود سيارة فان زرقاء مع كلب بني اللون يتكلم، بينما يبحثون عن أدلة غامضة لمواجهة مجرمين متنكرين.هذه الشخصيات المحبوبة من مسلسل [MASK].;سكوبي دو سكوبيدو
general_knowledge;ComicsandAnimation;كان أحمد يحب الرسوم المتحركة الكلاسيكية التي تدور حول فأر ظريف يرتدي سروالًا أحمر.شخصيته المفضلة هو [MASK].;ميكي
general_knowledge;ComicsandAnimation;كان أحمد مهووسًا بسلسلة يابانية عن مخلوقات خيالية يمكن جمعها وتدريبها.أكثر مجموعة بطاقات كان يعتز بها هي مجموعة [MASK].;بوكيمون
everyday_situation general_knowledge;ComicsandAnimation;كان أحمد وأخته يضحكان كثيرًا أثناء مشاهدة مسلسل كرتوني عن مطاردة لا تنتهي بين قط وفأر.كان برنامجهم المفضل هو [MASK].;توم وجيري
general_knowledge;ComicsandAnimation;في طفولتي، كنت معجبًا بشخصية كرتونية قوية تحصل على طاقتها من السبانخ.كانت شخصية [MASK].;باباي بوباي
everyday_situation general_knowledge;ComicsandAnimation;قررت ليلى شراء لعبة مستوحاة من شخصيات كرتونية زرقاء صغيرة تعيش في قرية.لكنها لم تجد في المتجر اي لعبة على شكل [MASK].;سنفور السنافر
general_knowledge;ComicsandAnimation;كان أحمد معجبًا ببطل خارق من القصص المصورة يستطيع الطيران ويرتدي رداءً أحمر.كان يحلم بأن يصبح مثل [MASK].;سوبرمان
general_knowledge;ComicsandAnimation;كانت ليلى تبحث عن هدية مميزة لطفليها المعجبين بمسلسل كرتوني عن فتى يمتلك ساعة سحرية تحول إلى مخلوقات.فقررت شراء لعبة على شكل [MASK].;بنتان بن 10 ben
general_knowledge;ComicsandAnimation;بعد المدرسة، كان أحمد ينتظر بفارغ الصبر مشاهدة شخصية كرتونية مضحكة تعيش في قاع المحيط داخل أناناسة.كان يضحك كثيرًا عند متابعة مغامرات [MASK].;سبونج بوب
general_knowledge;ComicsandAnimation;كان أحمد معجبًا ببطل خارق غامض يحارب الجريمة في مدينة غوثام مرتديًا قناعًا على شكل خفاش.كان يقلده بارتداء زي شخصية [MASK].;باتمان
everyday_situation general_knowledge;ComicsandAnimation;كان أحمد يستيقظ مبكرًا لمشاهدة سلسلة رسوم متحركة تضم شخصيات فكاهية مثل أرنب سريع وبطة مشاكسة.كان يفضل دائمًا متابعة حلقات [MASK].;لوني تونز باكس باني باغس باني الارنب
general_knowledge;ComicsandAnimation;كان أحمد يحب مسلسلات الأنمي التي تتحدث عن محقق ذكي تحول إلى طفل ويحل ألغازًا معقدة.لم يفوّت أي حلقة جديدة من مسلسل [MASK].;كونان
general_knowledge;ComicsandAnimation;كان أحمد معجبًا بقصص الأنمي التي تدور حول فتى يسعى ليصبح أقوى نينجا ويحمي قريته.بدأ بمتابعة مغامرات شخصية [MASK].;ناروتو
everyday_situation general_knowledge;ComicsandAnimation;كانت ابنة سارة متعلقة بشخصية مشهورة ترتدي حقيبة ظهر و لديها قرد.وفي عيد ميلادها، أحضرت لها دمية جديدة على شكل [MASK].;دورا
general_knowledge;FantasyandMyths;كان البطل الخارق يُعرف بمطرقته السحرية التي لا يقوى على رفعها إلا من هو مستحق، وكان شعره الأشقر الطويل ودرعه الأحمر يُميزانه في كل المعارك.هذه الشخصية الأسطورية هي [MASK].;ثور
general_knowledge;FantasyandMyths;كانت تلك الفتاة ذات الشعر الأحمر الطويل تعيش في قصر تحت البحر، وتغني أغاني ساحرة بصوت أخّاذ يجذب البحّارة.هذه الشخصية الأسطورية هي [MASK].;حورية أرييل
general_knowledge;FantasyandMyths;كان هذا المخلوق الأسطوري يُغطي جسمه حراشف قوية، ويمتلك أجنحة ضخمة، ويطلق لهيبًا ناريًا من فمه عندما يغضب.هذا المخلوق يُعرف بـاسم [MASK].;تنين التنين
general_knowledge;FantasyandMyths;سقطت الفتاة الصغيرة في جُحر أرنب غامض، لتجد نفسها في عالم تتكلم فيه الحيوانات، وتظهر فيه أوراق اللعب تسير على قدمين.هذه المغامرة العجيبة هي قصة [MASK].;أليس
general_knowledge;FantasyandMyths;كان يُعرف هذا الإله العظيم بـملك الأولمب، حيث يحمل صاعقةً ذهبية تطلق البرق، ويحكم من عروشه في قمة جبل الأولمب بين السحاب.يعرف باسم [MASK].;زيوس زوس
general_knowledge;FantasyandMyths;كان هذا الكائن المسكين يعيش في عزلة خوفًا من إيذاء الآخرين، حيث تتحول ملامحه إلى وحش مخيف كلما اكتمل القمر، وتظهر أظافره الطويلة وفراءه الكثيف.هذا المخلوق التعيس يُعرف باسم [MASK].;المستذئب
general_knowledge;FantasyandMyths;كان هذا الفتى يُحمل ندبة على جبينه على شكل برق، ويدرس في مدرسة هوجوارتس للسحر، حيث يتعلم استخدام عصاه السحرية المصنوعة من خشب الزان لمحاربة قوى الشر.كان اسمه [MASK].;هاري بوتر
general_knowledge;FantasyandMyths;كان هذا الملك الأسطوري يحمل سيفًا سحريًا يُدعى إكزكاليفر، وكان معروفًا بقدرته على قيادة فرسان المائدة المستديرة وحماية مملكته من الأعداء. تسمى القصة ب [MASK].;الملك آرثر فرسان الفرسان
general_knowledge;FantasyandMyths;كان هذا البطل ابن الإله زيوس، ويُعرف بأعماله الاثني عشر الخارقة، بما في ذلك قتل الأسد النيمي بيديه العاريتين، وتنظيف إسطبلات أوجياس في يوم واحد.هذا الأسطورة اليونانية هو [MASK].;هيرقل هرقل هيراكليس
general_knowledge;FantasyandMyths;كان هذا البطل يُغمس في نهر ستيكس وهو طفل، فصار جسده منيعاً إلا كعبه، وقاد الميرميدون في معارك طروادة الشهيرة.هذا المحارب الذي لا يُقهَر سوى في كعبه هو [MASK].;أخيل
everyday_situation general_knowledge;FantasyandMyths;كانت أمي تعتقد أن الأصوات الغامضة في الليل سببها مخلوقات خفية لا يراها البشر.ذات ليلة سمعت همسات غريبة في المطبخ، فاعتقدت أنها من [MASK].;الجن الاشباح العفاريت
everyday_situation general_knowledge;FantasyandMyths;كان الناس يروون أن القبو تسكنه مخلوقات صغيرة ماكرة تظهر في منتصف الليل.وعندما سمعت أمي ضحكات خافتة من القبو، قالت إنه بالتأكيد [MASK].;عفريت جن قزم شبح غول الاشباح العفاريت
general_knowledge;FantasyandMyths;قرأ أحمد قصة عن ملك بابلي عظيم اشتهر ببناء الحدائق المعلقة إحدى عجائب الدنيا.كان اسم هذا الملك التاريخي هو [MASK].;بُخْتَنَصَّر نبوخذ نصر
everyday_situation general_knowledge;FantasyandMyths;كان الجد يخيف أحفاده بحكاية عن مخلوق عملاق يلتهم البشر في الصحراء ليلاً.قال لهم بصوت منخفض: احذروا أن يراكم الـ [MASK].;الغول العملاق الوحش
general_knowledge;FantasyandMyths;سمعت أسطورة قديمة عن طائر يعيش مئات السنين ثم يحترق ليولد من جديد.يُقال إن هذا الطائر الخالد يُعرف باسم [MASK].;العنقاء الفينيق
general_knowledge;FantasyandMyths;قرأت ليلى حكاية عن بحار عربي قام برحلات عجيبة وخطيرة عبر المحيطات.كان اسم هذا المغامر الأسطوري [MASK].;سندباد
general_knowledge;FantasyandMyths;كانت جدتي تتحدث عن مغنٍ مصري مشهور بصوته العذب وأغانيه الخالدة.قالت إنهم كانوا يلقبونه بـ [MASK].;عندليب العندليب
general_knowledge;FantasyandMyths;رأى البحار كائنًا أسطوريًا جميلًا يسبح بالقرب من الشاطئ.شعرها الذهبي الطويل يلمع تحت أشعة الشمس، تعرف ب [MASK].;حورية
general_knowledge;FantasyandMyths;في الغابة المظلمة، سمع المسافرون حفيفًا غريبًا بين الأشجار.عندما التفتوا، رأوا مخلوقًا ضخمًا ينفث النار مثل [MASK].;التنين
general_knowledge;FantasyandMyths;بحث الشيخ في الكتب القديمة عن نبات أسطوري يمنح من يأكله حياة طويلة.بعد أيام من البحث، وجد أخيرًا النبتة التي تسمى بنبتة [MASK].;الخلود
general_knowledge;FantasyandMyths;حذرت الجدة أحفادها من فتح القمقم القديم الذي وجدوه في القبو.قالت لهم إنه يحتوي على كائن قوي يُعرف باسم [MASK].;المارد جني الجني
general_knowledge;FantasyandMyths;حكى البحار أنه رأى فتاة جميلة نصفها إنسان ونصفها سمكة.قالوا له بانه راى [MASK].;حورية
general_knowledge;FantasyandMyths;سمعت أسطورة عن طائر عجيب يموت محترقًا ثم يولد من رماده.هذا الطائر الأسطوري يُعرف باسم [MASK].;العنقاء الفينيق
general_knowledge;FantasyandMyths;في الحكايات الفارسية القديمة، هناك طائر ضخم يملك ريشًا سحريًا يشفي الأمراض.كان الملوك يحلمون برؤية طائر [MASK].;السيمرغ السيمورغ
general_knowledge;FantasyandMyths;عندما فرك الصبي المصباح القديم، خرج منه دخان كثيف.ظهر بعد ذلك [MASK].;جِنِّي المارد الجني
general_knowledge;FantasyandMyths;في القصص الشعبية، كان هناك مخلوق مخيف يختطف المسافرين ليلًا.قال الجد للأطفال أن هذا المخلوق يسمى ب [MASK].;الغُول
general_knowledge;FantasyandMyths;رأى الفارس دخانًا يتصاعد من كهف في الجبل.عندما اقترب، سمع صوت زئير مخيف و لم يصدق عينيه عندما راى [MASK].;التنين
general_knowledge;FantasyandMyths;في الليالي المظلمة، كان الناس يسمعون ضحكات ماكرة قرب النهر.يقولون إن هذه الضحكات تأتي من [MASK].;عِفْريت العفاريت الجن الجنيات مخلوقات
general_knowledge;FilmsandTVShows;كان هذا الفيلم يتحدث عن أحداث تاريخية مهمة في مرحلة بداية الإسلام، حيث يروي قصة النبي محمد (صلى الله عليه وسلم) والصعوبات التي واجهها مع أتباعه في مكة. هذا العمل السينمائي التاريخي هو فيلم [MASK].;الرسالة
general_knowledge;FilmsandTVShows;كان هذا المسلسل الكوميدي المصري يتبع مجموعة من الطلاب في مدرسة داخلية، حيث كانوا يتسببون في مشاكل كبيرة للمعلمين والطلاب الآخرين بأساليب فكاهية ومواقف طريفة. يُعرف من خلال اسم مدرسة [MASK].;المشاغبين
general_knowledge;FilmsandTVShows;كان هذا الفيلم يتحدث عن الأحداث التاريخية المتعلقة بثورة الجزائر ضد الاستعمار الفرنسي، حيث يروي قصة كفاح الشعب الجزائري وتضحياته من أجل الاستقلال. تحصل الفيلم على عدة جوائز، اسمه [MASK].;معركة الجزائر
general_knowledge;FilmsandTVShows;كانت هذه القصة تدور حول رحلة بحرية فاخرة في بداية القرن العشرين، حيث كان هناك حب مستحيل بين شاب من الطبقة العليا وفتاة من الطبقة العاملة، مما أدى إلى مأساة كبيرة. يعرف من خلال اسم [MASK].;تيتانيك التيتانيك التايتانيك
general_knowledge;FilmsandTVShows;تدور هذه السلسلة حول مجموعة من الأصدقاء في نيويورك يتعاملون مع مشاكل الحياة اليومية، من العمل والعلاقات إلى الأوقات السعيدة والحزينة. يعرف المسلسل باسم [MASK].;فريندز
general_knowledge;FilmsandTVShows;كان هذا الفيلم يتبع قصة عائلة مافيا إيطالية قوية في نيويورك (عائلة كورليوني)، حيث تتداخل الحبكة بين الخيانة والانتقام وصراعات القوة داخل العائلة. يعرف الفيلم باسم [MASK].;الأب الروحي العرّاب
general_knowledge;FilmsandTVShows;كانت هذه السلسلة تدور في عالم خيالي مليء بالملوك والتآمرات والمعارك من أجل السيطرة على العرش الحديدي. تتضمن الشخصيات الوحشية والتنانين والمعارك الملحمية. اسم المسلسل هو [MASK].;صراع العروش
general_knowledge;FilmsandTVShows;سلسلة أفلام في مجرة بعيدة مع فرسان الجيداي والسيث، حيث يواجه الأبطال قوى الظلام ويسعون لتحقيق السلام باستخدام قوى خاصة تسمى القوة. كان الكثير من الناس يحبون التفرج على [MASK].;حرب النجوم ستار وورز
general_knowledge;FilmsandTVShows;تتبع هذه السلسلة الكوميدية حياة عائلة أمريكية غير تقليدية لونها اصفر تعيش في مدينة خيالية، حيث تتعرض لمواقف فكاهية وحياتية مع جيرانها وأصدقائها حيث تنبا بالعديد من الاحداث. يعرض المسلسل مواقف كوميدية من حياتهم، اسمه [MASK].;عائلة سيمبسون ذا سيمبسونز
everyday_situation general_knowledge;FilmsandTVShows;كانت الحبكة مشوقة والشخصيات تتطور مع كل حلقة.بدأت أمي في متابعة حلقات هذا [MASK].;المسلسل
everyday_situation general_knowledge;FilmsandTVShows;عرضوا لنا عملاً جديداً على الشاشة الكبيرة في قاعة السينما.اشترينا التذاكر وجلسنا لمشاهدة ال. [MASK].;الفيلم
general_knowledge;FilmsandTVShows;قدم العمل لقطات حقيقية ومعلومات دقيقة عن الحيوانات البرية.شاهدنا هذا [MASK].;الفيلم الوثائقي الشريط
everyday_situation general_knowledge;FilmsandTVShows;كانت الحلقات التعليمية ممتعة وتساعد على تطوير المهارات.تتابع سارة يوميا هذا [MASK].;البرنامج
everyday_situation general_knowledge;FilmsandTVShows;في صباح السبت، تجلس مجموعة من الأطفال أمام التلفاز وهم يضحكون على الشخصيات المرسومة.يحبون كثيرا متابعة افلام [MASK].;الكرتون الرسوم
everyday_situation general_knowledge;FilmsandTVShows;قررت المدرسة تنظيم عرض فني حي أمام الجمهور.سيقف الطلاب على الخشبة ليؤدوا [MASK].;مسرحية
general_knowledge;StoriesandBooks;تدور هذه القصص حول الملكة شهرزاد التي كانت تروي للملك كل ليلة حكاية جديدة تحمل عبرة وتثير اهتمامه، لتجنب مصيرها المأساوي. يعرف الكتاب من خلال اسم [MASK].;ألف ليلة وليلة
general_knowledge;StoriesandBooks;كتاب مشهور لجبران خليل جبران.يحتوي على حكم عن الحب، الحياة، والروحانيات ، اسمه كتاب [MASK].;النبي
general_knowledge;StoriesandBooks;تعد هذه القصة من أشهر القصص الملحمية التي تتحدث عن البطل الفارس عنتر بن شداد وحبّه لابنة عمه عبلة، وصراعه مع التحديات من أجل حبه. من أشهر الملاحم العربية عن الشجاعة والعشق، معروف باسم [MASK].;عنتر وعبلة
general_knowledge;StoriesandBooks;مغامرات بحار شجاع يواجه وحوشاً ويستكشف جزراً غريبة.من قصص ألف ليلة وليلة، وظهر في أفلام ومسلسلات كرتونية ، معروف باسم [MASK].;سندباد السندباد
general_knowledge;StoriesandBooks;في رحلته بين الكواكب، قابل الطفل الصغيرُ ملكاً يتفاخر بحكم النجوم، وثملاً لا يتوقف عن الشرب، وعالمَ جغرافيا يرفض مغادرة مكتبه.هذه الرواية الفلسفية الشهيرة تُدعى [MASK].;الأمير الصغير
general_knowledge;StoriesandBooks;بين حقول القطن وحفلات الزفاف القروية، كانت تحمل دفاترها السرية حيث تكتب مشاعرها الممنوعة نحو شاب من المدينة.هذا العمل الذي كتبه محمد حسين هيكل يُعتبر أول رواية عربية حديثة، وعنوانه [MASK].;زينب
general_knowledge;StoriesandBooks;هذا الكتاب يُعتبر الكتاب المقدس في الإسلام، ويضم تعاليم وأحكام الله التي نزلت على النبي محمد (صلى الله عليه وسلم). يسمى هذا الكتاب المقدس ب [MASK].;القران
general_knowledge;StoriesandBooks;حين منعها أهلها من رؤيته، جنّ جنونه فصار يجوب الصحراء عاري القدمين، يصرخ باسمها بين الحجارة السوداء حتى أطلقوا عليه مجنون ليلى.تحولت معاناة [MASK].;قيس
general_knowledge;StoriesandBooks;تدور هذه الرواية حول رحلة بحرية قادها قبطان مهووس بسفينة تُدعى موبيديك ، حيث يواجه فيها صراعًا مع البحر ومع نفسه. عرضت كفيلم و كرسوم متحركة و اسمها [MASK].;موبي ديك
general_knowledge;StoriesandBooks;في أعماق المحيط الهادئ، كان الربان أهاب يطارد بحقد ذلك الحوت الأبيض العملاق الذي أخذ ساقه، مُلاحقاً إياه عبر العواصف والأمواج العاتية بلا كلل.تحولت هذه الملحمة البحرية إلى رواية عالمية عنوانها [MASK].;موبي ديك
everyday_situation general_knowledge;StoriesandBooks;جلست الجدة على الكرسي وأحاط بها الأحفاد الصغار.بدأت تحكي لهم أحداث [MASK].;القصة الاحجية الحكاية
general_knowledge;StoriesandBooks;أمضت ليلى ساعات وهي تقرأ كتاباً طويلاً مليئاً بالأحداث.اندمجت مع الشخصيات كأنها تعيش داخل [MASK].;الرواية الحكاية القصة
everyday_situation general_knowledge;StoriesandBooks;جلس الأطفال حول الجدة في ليلة شتوية باردة.استمعوا باهتمام وهي تروي لهم [MASK].;الحكاية القصة الاحجية
everyday_situation general_knowledge;StoriesandBooks;أردت إهداء صديقي شيئاً مفيداً وغنياً بالمعلومات.ذهبت لاشتري له [MASK].;كتابا
general_knowledge;StoriesandBooks;كانت القصص التي يحكيها الجد مليئة بالمغامرات والعجائب و تفسر ظواهر حقيقية باستخدام الخيال.كان يحب هذا النوع من الحاكايت الذي يعرف باسم [MASK].;الاساطير الاسطورة
general_knowledge;StoriesandBooks;تدور أحداث الرواية في عالم غير حقيقي مليء بالمخلوقات السحرية والمدن الطائرة.أدركت أن الكاتب يتمتع بإبداع واسع وأن الرواية من نوع [MASK].;الخيال
general_knowledge;StoriesandBooks;استمعنا إلى حكايات شرقية قديمة عن ملوك وجان وسفر في بلاد عجيبة.قال إنها من قصص [MASK].;ألف ليلة وليلة
everyday_situation general_knowledge;StoriesandBooks;انتشر بين الأطفال أن من يلمس المرآة عند منتصف الليل سيختفي.عندما أخبرت المعلمة التلاميذ بأن هذا غير صحيح، قالت: إنها [MASK].;خرافة
everyday_situation general_knowledge;StoriesandBooks;كان الموظف الجديد يحاول ترتيب أوراقه المبعثرة على المكتب.عندما لاحظ رئيسه الفوضى، ناوله [MASK].;مجلد حافظة ملف مصنف
general_knowledge;StoriesandBooks;بحث الكاتب عن أسلوب ادبي يجمع بين البلاغة والسخرية و الفكاهة في عمل واحد. وجد ان هذا النوع يسمى ب [MASK].;المقامة
everyday_situation general_knowledge;StoriesandBooks;أحببت قراءة الكتب التي تتبع حياة شخص ما منذ البداية حتى النهاية.في المكتبة، توجهت مباشرة إلى قسم [MASK].;السيرة السير
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كان يضع سماعات الأذن ويخرج كل صباح إلى الحديقة متبعًا مسارًا محددًا ليزيد من نشاطه البدني.هو يفضل الحفاظ على صحته من خلال [MASK].;الجري المشي الرياضة
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كانت تجلس على حصيرة وتتنفس بعمق، متنقلة بين حركات بطيئة ومتوازنة لتريح عقلها وجسدها.تشعر بالراحة والاسترخاء أثناء ممارسة [MASK].;اليوغا التامل
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);بعد تناول وجبة الإفطار، أمسك أحمد بفرشاة صغيرة مغطاة بمعجون أزرق ورائحة نعناع منعشة، وبدأ بحركات دائرية على أسطح أسنانه الأمامية.من المهم جداً أن نقوم بـتنظيف [MASK].;الأسنان اسناننا
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كان يرتدي زيًّا خاصًا وينزل إلى الماء، يتحرك بسلاسة بين الأمواج لتحسين قوته ولياقته.يعتبر نشاطه المفضل هو [MASK].;السباحة
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);قبل كل وجبة يتجه إلى المغسلة، يفتح الصنبور ويستخدم الصابون للتخلص من الجراثيم.يقي نفسه من الأمراض عبر غسل [MASK].;اليدين يديه
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كان يمسك بالمقود بكلتا يديه، ويضغط على الدواسات بقوة، بينما تهب الرياح في شعره وهو يتنقل بين أزقة المدينة الصغيرة.قرر أن يستبدل مواصلاته اليومية بركوب [MASK].;الدراجة دراجته السيارة
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);بعد يوم طويل، كان يدخل إلى الحمام ويستخدم الماء والصابون للتخلص من العرق والأوساخ.يشعر بالانتعاش بعد [MASK].;الاستحمام الاغتسال
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كان يبدأ يومه بالوقوف على بساط رياضة، يمد ذراعيه وساقيه لتخفيف التوتر في عضلاته.كان يباشر تمارينه دائمًا بتمارين [MASK].;التمدد
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كانت دائما أظافره قصيرة ونظيفة.يحافظ على مظهر يديه من خلال [MASK].;تقليم قص
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);كان يقف في الساحة ممسكًا بالحبل، يتنقل بخفة فوقه في حركات متكررة لتحسين لياقته البدنية.يحرق الكثير من السعرات أثناء النط على [MASK].;الحبل
general_knowledge;HealthMaintenance(exercise,hygiene);في المدرسة، علمونا أن الوقاية من الأمراض تبدأ بأمور بسيطة. كان الدرس الأول عن أهمية [MASK].;النظافة غسل
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);بعد زيارة الطبيب، أدرك أن صحته تعتمد على ما يضعه في جسده. بدأ يقرأ عن [MASK].;التغذية
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);شعر بأنه يحتاج إلى حركة منتظمة ليشعر بالنشاط. اختار ان يمارس [MASK].;الرياضة التمارين المشي الجري
everyday_situation;HealthMaintenance(exercise,hygiene);كانت عينا الطفل تثقلان مع اقتراب وقت المساء.أخذ دميتة المفضلة وذهب إلى [MASK].;النوم سريره الغرفة
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);عاد سامي من الجري وكان حلقه جافًا.بحث في الثلاجة عن [MASK].;الماء مشروب عصير
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);بعد ساعات من الجلوس في غرفة بلا نوافذ، شعرت ليلى بثقل في تنفسها.أسرعت إلى الخارج تبحث عن [MASK].;الهواء الاكسجين
everyday_situation problem_solving;HealthMaintenance(exercise,hygiene);بعد الفحص الطبي، أدرك أحمد أن جسده يحتاج لعناية.غير روتينه اليومي من أجل ان يحسن [MASK].;صحة صحته لياقته وضعه حالته
general_knowledge;HealthMaintenance(exercise,hygiene);بدأ أحمد يلاحظ العلاقة بين ما يأكله وشعوره بالطاقة.استشار خبيرًا في مجال [MASK].;التغذية
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);لاحظت سارة أن ملابسها أصبحت ضيقة بعد أشهر من الخمول.اخرجت سجادة من الخزانة للقيام ب [MASK].;تمرين الرياضة التمارين
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);أخبرها الطبيب أن بشرتها الشاحبة وتساقط شعرها قد يكونان بسبب نقص أحد العناصر الغذائية الهامة للجسم.أضافت المزيد من الخضار الورقية إلى طبقها للحصول على [MASK].;فيتامينات المعادن الحديد
everyday_situation general_knowledge;HealthMaintenance(exercise,hygiene);يحب محمد أن يبدأ يومه بتناول طعام حلو المذاق وطبيعي ويحتوي على الكثير من الفيتامينات.في الصباح، دائمًا ياكل [MASK].;فاكهة الفواكه
general_knowledge;IllnessesandConditions;كان يعاني من ضيق التنفس عند صعود الدرج، لذا كان يحمل جهاز استنشاق في جيبه دائمًا. كان هذا الجهاز الخاص يساعده في علاج أعراض [MASK].;الربو
general_knowledge;IllnessesandConditions;يقيس ايمن مستوى السكر في دمه يوميًا، ويتجنب الأطعمة التي تحتوي على الكثير من الكربوهيدرات.كان يتبع نظامًا صارمًا بسبب إصابته بمرض [MASK].;السكري
general_knowledge;IllnessesandConditions;أصيب بالحمى والرشح مع ألم في عضلاته، مما جعله يقضي أيامًا في السرير يتناول الحساء الدافئ.كانت الأعراض تشير بوضوح إلى إصابته بمرض [MASK].;الإنفلونزا رشح الزكام
general_knowledge;IllnessesandConditions;كان الطبيب يطلب منه قياس ضغط دمه يوميًا لتجنب أي مشاكل صحية خطيرة.كان يعاني من مشكلة متعلقة بمرض ارتفاع [MASK].;ضغط الدم الضغط
everyday_situation general_knowledge;IllnessesandConditions;كان يعاني من صداع نصفي حادّ دائمًا في جانب واحد من رأسه، مما يضطره إلى الاحتماء في غرفة مظلمة وهادئة.غالبًا ما يغيب عن العمل بسبب معاناته من [MASK].;الشقيقة الصداع
general_knowledge;IllnessesandConditions;ظهرت بقع حمراء صغيرة تتحول إلى بثور مملوءة بسائل على جلد الطفلة، بينما ارتفعت حرارتها وزاد شعورها بالحكة المستمرة.أخبرها الطبيب أن هذه الأعراض تشير إلى إصابتها بـ [MASK].;جدري الماء الحصبة الحماق
general_knowledge;IllnessesandConditions;بدأت تلك الأفكار المظلمة تتردد في رأسه كل ليلة كان يحدق بشرفة شقته العالية.أخبره الطبيب النفسي أنه يعاني من حالة [MASK].;الاكتئاب اكتئاب
general_knowledge;IllnessesandConditions;كانت تشعر بدوخةٍ مستمرةٍ كلما وقفت بسرعة، وتلاحظ شحوب لونها في المرآة مع هشاشةٍ واضحةٍ في أظافرها، بينما كان صداعها يزداد سوءاً كلما حاولت التركيز في العمل.بعد تحليل الدم، تبين أن هذه الأعراض جميعها ناتجة عن [MASK].;فقر الدم نقص الحديد
general_knowledge;IllnessesandConditions;عانى من سعال مزمن دام لأسابيع، وكان يعاني من فقدان الوزن والتعرق الليلي.كانت الأعراض تشير إلى إصابته بمرض [MASK].;السل
general_knowledge;IllnessesandConditions;كانت اصابع يديه متورمتين ومؤلمتين بشكل خاص في الصباح، مما جعله يعاني عند القيام بالأعمال البسيطة.أخبره الطبيب أنه يعاني من مرض التهاب [MASK].;المفاصل
